regiao,uf,sexo,idade,Cctegoria,quantidade_condutor
Nordeste,Maranhão,Masculino,71 a 80,AE-Condutor Moto/Carreta,82
Nordeste,Maranhão,Masculino,71 a 80,B-Condutor Carro,13058
Nordeste,Maranhão,Masculino,71 a 80,C-Condutor Caminhão,3156
Nordeste,Maranhão,Masculino,71 a 80,D-Condutor Ônibus,4151
Nordeste,Maranhão,Masculino,71 a 80,E-Condutor Carreta,326
Nordeste,Maranhão,Masculino,81 a 90,A-Condutor Moto,80
Nordeste,Maranhão,Masculino,81 a 90,AB-Condutor Moto/Carro,311
Nordeste,Maranhão,Masculino,81 a 90,AC-Condutor Moto/Caminhão,100
Nordeste,Maranhão,Masculino,81 a 90,AD-Condutor Moto/Ônibus,81
Nordeste,Maranhão,Masculino,81 a 90,AE-Condutor Moto/Carreta,7
Nordeste,Maranhão,Masculino,81 a 90,B-Condutor Carro,4813
Nordeste,Maranhão,Masculino,81 a 90,C-Condutor Caminhão,1859
Nordeste,Maranhão,Masculino,81 a 90,D-Condutor Ônibus,1154
Nordeste,Maranhão,Masculino,81 a 90,E-Condutor Carreta,62
Nordeste,Maranhão,Masculino,91 a 100,A-Condutor Moto,7
Nordeste,Maranhão,Masculino,91 a 100,AB-Condutor Moto/Carro,36
Nordeste,Maranhão,Masculino,91 a 100,AC-Condutor Moto/Caminhão,20
Nordeste,Maranhão,Masculino,91 a 100,AD-Condutor Moto/Ônibus,7
Nordeste,Maranhão,Masculino,91 a 100,AE-Condutor Moto/Carreta,1
Nordeste,Maranhão,Masculino,91 a 100,B-Condutor Carro,1443
Nordeste,Maranhão,Masculino,91 a 100,C-Condutor Caminhão,602
Nordeste,Maranhão,Masculino,91 a 100,D-Condutor Ônibus,190
Nordeste,Maranhão,Masculino,91 a 100,E-Condutor Carreta,5
Nordeste,Maranhão,Masculino,101 a 120,AB-Condutor Moto/Carro,2
Nordeste,Maranhão,Masculino,101 a 120,B-Condutor Carro,188
Nordeste,Maranhão,Masculino,101 a 120,C-Condutor Caminhão,48
Nordeste,Maranhão,Masculino,101 a 120,D-Condutor Ônibus,5
Nordeste,Maranhão,Masculino,101 a 120,E-Condutor Carreta,1
Nordeste,Maranhão,Feminino,18 a 21,A-Condutor Moto,305
Nordeste,Maranhão,Feminino,18 a 21,AB-Condutor Moto/Carro,2653
Nordeste,Maranhão,Feminino,18 a 21,AD-Condutor Moto/Ônibus,1
Nordeste,Maranhão,Feminino,18 a 21,B-Condutor Carro,2222
Nordeste,Maranhão,Feminino,18 a 21,D-Condutor Ônibus,1
Nordeste,Maranhão,Feminino,22 a 25,A-Condutor Moto,1818
Nordeste,Maranhão,Feminino,22 a 25,AB-Condutor Moto/Carro,7983
Nordeste,Maranhão,Feminino,22 a 25,AD-Condutor Moto/Ônibus,14
Nordeste,Maranhão,Feminino,22 a 25,AE-Condutor Moto/Carreta,1
Nordeste,Maranhão,Feminino,22 a 25,B-Condutor Carro,7403
Nordeste,Maranhão,Feminino,22 a 25,D-Condutor Ônibus,4
Nordeste,Maranhão,Feminino,22 a 25,XB-Condutor Ciclomotor/Carro,1
Nordeste,Maranhão,Feminino,26 a 30,A-Condutor Moto,3597
Nordeste,Maranhão,Feminino,26 a 30,AB-Condutor Moto/Carro,14833
Nordeste,Maranhão,Feminino,26 a 30,AC-Condutor Moto/Caminhão,1
Nordeste,Maranhão,Feminino,26 a 30,AD-Condutor Moto/Ônibus,112
Nordeste,Maranhão,Feminino,26 a 30,AE-Condutor Moto/Carreta,1
Nordeste,Maranhão,Feminino,26 a 30,B-Condutor Carro,16413
Nordeste,Maranhão,Feminino,26 a 30,D-Condutor Ônibus,35
Nordeste,Maranhão,Feminino,26 a 30,E-Condutor Carreta,2
Nordeste,Maranhão,Feminino,31 a 40,A-Condutor Moto,8209
Nordeste,Maranhão,Feminino,31 a 40,AB-Condutor Moto/Carro,33060
Nordeste,Maranhão,Feminino,31 a 40,AC-Condutor Moto/Caminhão,3
Nordeste,Maranhão,Feminino,31 a 40,AD-Condutor Moto/Ônibus,477
Nordeste,Maranhão,Feminino,31 a 40,AE-Condutor Moto/Carreta,39
Nordeste,Maranhão,Feminino,31 a 40,B-Condutor Carro,45422
Nordeste,Maranhão,Feminino,31 a 40,D-Condutor Ônibus,144
Nordeste,Maranhão,Feminino,31 a 40,E-Condutor Carreta,4
Nordeste,Maranhão,Feminino,41 a 50,A-Condutor Moto,4641
Nordeste,Maranhão,Feminino,41 a 50,AB-Condutor Moto/Carro,17486
Nordeste,Maranhão,Feminino,41 a 50,AC-Condutor Moto/Caminhão,52
Nordeste,Maranhão,Feminino,41 a 50,AD-Condutor Moto/Ônibus,340
Nordeste,Maranhão,Feminino,41 a 50,AE-Condutor Moto/Carreta,35
Nordeste,Maranhão,Feminino,41 a 50,B-Condutor Carro,37153
Nordeste,Maranhão,Feminino,41 a 50,C-Condutor Caminhão,23
Nordeste,Maranhão,Feminino,41 a 50,D-Condutor Ônibus,255
Nordeste,Maranhão,Feminino,41 a 50,E-Condutor Carreta,16
Nordeste,Maranhão,Feminino,51 a 60,A-Condutor Moto,1539
Nordeste,Maranhão,Feminino,51 a 60,AB-Condutor Moto/Carro,5634
Nordeste,Maranhão,Feminino,51 a 60,AC-Condutor Moto/Caminhão,85
Nordeste,Maranhão,Feminino,51 a 60,AD-Condutor Moto/Ônibus,98
Nordeste,Maranhão,Feminino,51 a 60,AE-Condutor Moto/Carreta,15
Nordeste,Maranhão,Feminino,51 a 60,B-Condutor Carro,23356
Nordeste,Maranhão,Feminino,51 a 60,C-Condutor Caminhão,82
Nordeste,Maranhão,Feminino,51 a 60,D-Condutor Ônibus,210
Nordeste,Maranhão,Feminino,51 a 60,E-Condutor Carreta,10
Nordeste,Maranhão,Feminino,61 a 70,A-Condutor Moto,201
Nordeste,Maranhão,Feminino,61 a 70,AB-Condutor Moto/Carro,1057
Nordeste,Maranhão,Feminino,61 a 70,AC-Condutor Moto/Caminhão,40
Nordeste,Maranhão,Feminino,61 a 70,AD-Condutor Moto/Ônibus,31
Nordeste,Maranhão,Feminino,61 a 70,AE-Condutor Moto/Carreta,4
Nordeste,Maranhão,Feminino,61 a 70,B-Condutor Carro,13340
Nordeste,Maranhão,Feminino,61 a 70,C-Condutor Caminhão,87
Nordeste,Maranhão,Feminino,61 a 70,D-Condutor Ônibus,105
Nordeste,Maranhão,Feminino,61 a 70,E-Condutor Carreta,5
Nordeste,Maranhão,Feminino,71 a 80,A-Condutor Moto,17
Nordeste,Maranhão,Feminino,71 a 80,AB-Condutor Moto/Carro,109
Nordeste,Maranhão,Feminino,71 a 80,AC-Condutor Moto/Caminhão,3
Nordeste,Maranhão,Feminino,71 a 80,B-Condutor Carro,4983
Nordeste,Maranhão,Feminino,71 a 80,C-Condutor Caminhão,19
Nordeste,Maranhão,Feminino,71 a 80,D-Condutor Ônibus,20
Nordeste,Maranhão,Feminino,71 a 80,E-Condutor Carreta,2
Nordeste,Maranhão,Feminino,81 a 90,AB-Condutor Moto/Carro,8
Nordeste,Maranhão,Feminino,81 a 90,AD-Condutor Moto/Ônibus,2
Nordeste,Maranhão,Feminino,81 a 90,B-Condutor Carro,1240
Nordeste,Maranhão,Feminino,81 a 90,C-Condutor Caminhão,10
Nordeste,Maranhão,Feminino,81 a 90,D-Condutor Ônibus,2
Nordeste,Maranhão,Feminino,91 a 100,B-Condutor Carro,255
Nordeste,Maranhão,Feminino,101 a 120,B-Condutor Carro,14
Nordeste,Paraíba,Masculino,18 a 21,A-Condutor Moto,246
Nordeste,Paraíba,Masculino,18 a 21,AB-Condutor Moto/Carro,10576
Nordeste,Paraíba,Masculino,18 a 21,AC-Condutor Moto/Caminhão,39
Nordeste,Paraíba,Masculino,18 a 21,AD-Condutor Moto/Ônibus,41
Nordeste,Paraíba,Masculino,18 a 21,AE-Condutor Moto/Carreta,2
Nordeste,Paraíba,Masculino,18 a 21,B-Condutor Carro,3026
Nordeste,Paraíba,Masculino,18 a 21,C-Condutor Caminhão,5
Nordeste,Paraíba,Masculino,22 a 25,A-Condutor Moto,1495
Nordeste,Paraíba,Masculino,22 a 25,AB-Condutor Moto/Carro,28088
Nordeste,Paraíba,Masculino,22 a 25,AC-Condutor Moto/Caminhão,89
Nordeste,Paraíba,Masculino,22 a 25,AD-Condutor Moto/Ônibus,1304
Nordeste,Paraíba,Masculino,22 a 25,AE-Condutor Moto/Carreta,96
Nordeste,Paraíba,Masculino,22 a 25,B-Condutor Carro,7815
Nordeste,Paraíba,Masculino,22 a 25,C-Condutor Caminhão,10
Nordeste,Paraíba,Masculino,22 a 25,D-Condutor Ônibus,79
Nordeste,Paraíba,Masculino,22 a 25,E-Condutor Carreta,3
Nordeste,Paraíba,Masculino,22 a 25,X-Condutor Ciclomotor,1
Nordeste,Paraíba,Masculino,26 a 30,A-Condutor Moto,3311
Nordeste,Paraíba,Masculino,26 a 30,AB-Condutor Moto/Carro,45289
Nordeste,Paraíba,Masculino,26 a 30,AC-Condutor Moto/Caminhão,207
Nordeste,Paraíba,Masculino,26 a 30,AD-Condutor Moto/Ônibus,4337
Nordeste,Paraíba,Masculino,26 a 30,AE-Condutor Moto/Carreta,501
Nordeste,Paraíba,Masculino,26 a 30,B-Condutor Carro,12997
Nordeste,Paraíba,Masculino,26 a 30,C-Condutor Caminhão,19
Nordeste,Paraíba,Masculino,26 a 30,D-Condutor Ônibus,307
Nordeste,Paraíba,Masculino,26 a 30,E-Condutor Carreta,36
Nordeste,Paraíba,Masculino,31 a 40,A-Condutor Moto,8920
Nordeste,Paraíba,Masculino,31 a 40,AB-Condutor Moto/Carro,98870
Nordeste,Paraíba,Masculino,31 a 40,AC-Condutor Moto/Caminhão,1346
Nordeste,Paraíba,Masculino,31 a 40,AD-Condutor Moto/Ônibus,18749
Nordeste,Paraíba,Masculino,31 a 40,AE-Condutor Moto/Carreta,3645
Nordeste,Paraíba,Masculino,31 a 40,B-Condutor Carro,31007
Nordeste,Paraíba,Masculino,31 a 40,C-Condutor Caminhão,195
Nordeste,Paraíba,Masculino,31 a 40,D-Condutor Ônibus,2185
Nordeste,Paraíba,Masculino,31 a 40,E-Condutor Carreta,466
Nordeste,Paraíba,Masculino,31 a 40,X-Condutor Ciclomotor,7
Nordeste,Paraíba,Masculino,31 a 40,XB-Condutor Ciclomotor/Carro,2
Nordeste,Paraíba,Masculino,41 a 50,A-Condutor Moto,6535
Nordeste,Paraíba,Masculino,41 a 50,AB-Condutor Moto/Carro,65413
Nordeste,Paraíba,Masculino,41 a 50,AC-Condutor Moto/Caminhão,2622
Nordeste,Paraíba,Masculino,41 a 50,AD-Condutor Moto/Ônibus,16538
Nordeste,Paraíba,Masculino,41 a 50,AE-Condutor Moto/Carreta,3990
Nordeste,Paraíba,Masculino,41 a 50,B-Condutor Carro,33312
Nordeste,Paraíba,Masculino,41 a 50,C-Condutor Caminhão,1003
Nordeste,Paraíba,Masculino,41 a 50,D-Condutor Ônibus,5323
Nordeste,Paraíba,Masculino,41 a 50,E-Condutor Carreta,1437
Nordeste,Paraíba,Masculino,41 a 50,X-Condutor Ciclomotor,3
Nordeste,Paraíba,Masculino,41 a 50,XB-Condutor Ciclomotor/Carro,1
Nordeste,Paraíba,Masculino,51 a 60,A-Condutor Moto,3886
Nordeste,Paraíba,Masculino,51 a 60,AB-Condutor Moto/Carro,36143
Nordeste,Paraíba,Masculino,51 a 60,AC-Condutor Moto/Caminhão,3550
Nordeste,Paraíba,Masculino,51 a 60,AD-Condutor Moto/Ônibus,8795
Nordeste,Paraíba,Masculino,51 a 60,AE-Condutor Moto/Carreta,2167
Nordeste,Paraíba,Masculino,51 a 60,B-Condutor Carro,33334
Nordeste,Paraíba,Masculino,51 a 60,C-Condutor Caminhão,3437
Nordeste,Paraíba,Masculino,51 a 60,D-Condutor Ônibus,7068
Nordeste,Paraíba,Masculino,51 a 60,E-Condutor Carreta,1677
Nordeste,Paraíba,Masculino,51 a 60,X-Condutor Ciclomotor,9
Nordeste,Paraíba,Masculino,51 a 60,XB-Condutor Ciclomotor/Carro,1
Nordeste,Paraíba,Masculino,61 a 70,A-Condutor Moto,1570
Nordeste,Paraíba,Masculino,61 a 70,AB-Condutor Moto/Carro,15145
Nordeste,Paraíba,Masculino,61 a 70,AC-Condutor Moto/Caminhão,1292
Nordeste,Paraíba,Masculino,61 a 70,AD-Condutor Moto/Ônibus,3578
Nordeste,Paraíba,Masculino,61 a 70,AE-Condutor Moto/Carreta,717
Nordeste,Paraíba,Masculino,61 a 70,B-Condutor Carro,33030
Nordeste,Paraíba,Masculino,61 a 70,C-Condutor Caminhão,2915
Nordeste,Paraíba,Masculino,61 a 70,D-Condutor Ônibus,7918
Nordeste,Paraíba,Masculino,61 a 70,E-Condutor Carreta,1239
Nordeste,Paraíba,Masculino,61 a 70,X-Condutor Ciclomotor,2
Nordeste,Paraíba,Masculino,61 a 70,XB-Condutor Ciclomotor/Carro,1
Nordeste,Paraíba,Masculino,71 a 80,A-Condutor Moto,586
Nordeste,Paraíba,Masculino,71 a 80,AB-Condutor Moto/Carro,4822
Nordeste,Paraíba,Masculino,71 a 80,AC-Condutor Moto/Caminhão,348
Nordeste,Paraíba,Masculino,71 a 80,AD-Condutor Moto/Ônibus,730
Nordeste,Paraíba,Masculino,71 a 80,AE-Condutor Moto/Carreta,123
Nordeste,Paraíba,Masculino,71 a 80,B-Condutor Carro,23710
Nordeste,Paraíba,Masculino,71 a 80,C-Condutor Caminhão,1862
Nordeste,Paraíba,Masculino,71 a 80,D-Condutor Ônibus,4298
Nordeste,Paraíba,Masculino,71 a 80,E-Condutor Carreta,455
Nordeste,Paraíba,Masculino,71 a 80,X-Condutor Ciclomotor,1
Nordeste,Paraíba,Masculino,71 a 80,XB-Condutor Ciclomotor/Carro,2
Nordeste,Paraíba,Masculino,81 a 90,A-Condutor Moto,158
Nordeste,Paraíba,Masculino,81 a 90,AB-Condutor Moto/Carro,983
Nordeste,Paraíba,Masculino,81 a 90,AC-Condutor Moto/Caminhão,110
Nordeste,Paraíba,Masculino,81 a 90,AD-Condutor Moto/Ônibus,131
Nordeste,Paraíba,Masculino,81 a 90,AE-Condutor Moto/Carreta,15
Nordeste,Paraíba,Masculino,81 a 90,B-Condutor Carro,10996
Nordeste,Paraíba,Masculino,81 a 90,C-Condutor Caminhão,1101
Nordeste,Paraíba,Masculino,81 a 90,D-Condutor Ônibus,1806
Nordeste,Paraíba,Masculino,81 a 90,E-Condutor Carreta,125
Nordeste,Paraíba,Masculino,91 a 100,A-Condutor Moto,14
Nordeste,Paraíba,Masculino,91 a 100,AB-Condutor Moto/Carro,120
Nordeste,Paraíba,Masculino,91 a 100,AC-Condutor Moto/Caminhão,8
Nordeste,Paraíba,Masculino,91 a 100,AD-Condutor Moto/Ônibus,9
Nordeste,Paraíba,Masculino,91 a 100,AE-Condutor Moto/Carreta,2
Nordeste,Paraíba,Masculino,91 a 100,B-Condutor Carro,3407
Nordeste,Paraíba,Masculino,91 a 100,C-Condutor Caminhão,286
Nordeste,Paraíba,Masculino,91 a 100,D-Condutor Ônibus,322
Nordeste,Paraíba,Masculino,91 a 100,E-Condutor Carreta,14
Nordeste,Paraíba,Masculino,101 a 120,AB-Condutor Moto/Carro,7
Nordeste,Paraíba,Masculino,101 a 120,B-Condutor Carro,392
Nordeste,Paraíba,Masculino,101 a 120,C-Condutor Caminhão,19
Nordeste,Paraíba,Masculino,101 a 120,D-Condutor Ônibus,13
Nordeste,Paraíba,Feminino,18 a 21,A-Condutor Moto,64
Nordeste,Paraíba,Feminino,18 a 21,AB-Condutor Moto/Carro,2192
Nordeste,Paraíba,Feminino,18 a 21,B-Condutor Carro,2780
Nordeste,Paraíba,Feminino,22 a 25,A-Condutor Moto,402
Nordeste,Paraíba,Feminino,22 a 25,AB-Condutor Moto/Carro,6574
Nordeste,Paraíba,Feminino,22 a 25,AD-Condutor Moto/Ônibus,9
Nordeste,Paraíba,Feminino,22 a 25,B-Condutor Carro,8909
Nordeste,Paraíba,Feminino,22 a 25,D-Condutor Ônibus,1
Nordeste,Paraíba,Feminino,26 a 30,A-Condutor Moto,1160
Nordeste,Paraíba,Feminino,26 a 30,AB-Condutor Moto/Carro,12180
Nordeste,Paraíba,Feminino,26 a 30,AC-Condutor Moto/Caminhão,2
Nordeste,Paraíba,Feminino,26 a 30,AD-Condutor Moto/Ônibus,41
Nordeste,Paraíba,Feminino,26 a 30,AE-Condutor Moto/Carreta,3
Nordeste,Paraíba,Feminino,26 a 30,B-Condutor Carro,17004
Nordeste,Paraíba,Feminino,26 a 30,C-Condutor Caminhão,1
Nordeste,Paraíba,Feminino,26 a 30,D-Condutor Ônibus,14
Nordeste,Paraíba,Feminino,26 a 30,X-Condutor Ciclomotor,2
Nordeste,Paraíba,Feminino,26 a 30,XB-Condutor Ciclomotor/Carro,3
Nordeste,Paraíba,Feminino,31 a 40,A-Condutor Moto,3255
Nordeste,Paraíba,Feminino,31 a 40,AB-Condutor Moto/Carro,27456
Nordeste,Paraíba,Feminino,31 a 40,AC-Condutor Moto/Caminhão,9
Nordeste,Paraíba,Feminino,31 a 40,AD-Condutor Moto/Ônibus,208
Nordeste,Paraíba,Feminino,31 a 40,AE-Condutor Moto/Carreta,18
Nordeste,Paraíba,Feminino,31 a 40,B-Condutor Carro,45672
Nordeste,Paraíba,Feminino,31 a 40,C-Condutor Caminhão,1
Nordeste,Paraíba,Feminino,31 a 40,D-Condutor Ônibus,90
Nordeste,Paraíba,Feminino,31 a 40,E-Condutor Carreta,3
Nordeste,Paraíba,Feminino,31 a 40,X-Condutor Ciclomotor,3
Nordeste,Paraíba,Feminino,31 a 40,XB-Condutor Ciclomotor/Carro,2
Nordeste,Paraíba,Feminino,41 a 50,A-Condutor Moto,1929
Nordeste,Paraíba,Feminino,41 a 50,AB-Condutor Moto/Carro,13634
Nordeste,Paraíba,Feminino,41 a 50,AC-Condutor Moto/Caminhão,21
Nordeste,Paraíba,Feminino,41 a 50,AD-Condutor Moto/Ônibus,217
Nordeste,Paraíba,Feminino,41 a 50,AE-Condutor Moto/Carreta,23
Nordeste,Paraíba,Feminino,41 a 50,B-Condutor Carro,39111
Nordeste,Paraíba,Feminino,41 a 50,C-Condutor Caminhão,14
Nordeste,Paraíba,Feminino,41 a 50,D-Condutor Ônibus,199
Nordeste,Paraíba,Feminino,41 a 50,E-Condutor Carreta,4
Nordeste,Paraíba,Feminino,41 a 50,X-Condutor Ciclomotor,3
Nordeste,Paraíba,Feminino,41 a 50,XB-Condutor Ciclomotor/Carro,2
Nordeste,Paraíba,Feminino,51 a 60,A-Condutor Moto,649
Nordeste,Paraíba,Feminino,51 a 60,AB-Condutor Moto/Carro,4246
Nordeste,Paraíba,Feminino,51 a 60,AC-Condutor Moto/Caminhão,22
Nordeste,Paraíba,Feminino,51 a 60,AD-Condutor Moto/Ônibus,90
Nordeste,Paraíba,Feminino,51 a 60,AE-Condutor Moto/Carreta,13
Nordeste,Paraíba,Feminino,51 a 60,B-Condutor Carro,28916
Nordeste,Paraíba,Feminino,51 a 60,C-Condutor Caminhão,35
Nordeste,Paraíba,Feminino,51 a 60,D-Condutor Ônibus,193
Nordeste,Paraíba,Feminino,51 a 60,E-Condutor Carreta,9
Nordeste,Paraíba,Feminino,61 a 70,A-Condutor Moto,78
Nordeste,Paraíba,Feminino,61 a 70,AB-Condutor Moto/Carro,788
Nordeste,Paraíba,Feminino,61 a 70,AC-Condutor Moto/Caminhão,6
Nordeste,Paraíba,Feminino,61 a 70,AD-Condutor Moto/Ônibus,29
Nordeste,Paraíba,Feminino,61 a 70,AE-Condutor Moto/Carreta,1
Nordeste,Paraíba,Feminino,61 a 70,B-Condutor Carro,19398
Nordeste,Paraíba,Feminino,61 a 70,C-Condutor Caminhão,44
Nordeste,Paraíba,Feminino,61 a 70,D-Condutor Ônibus,86
Nordeste,Paraíba,Feminino,61 a 70,E-Condutor Carreta,2
Nordeste,Paraíba,Feminino,61 a 70,X-Condutor Ciclomotor,1
Nordeste,Paraíba,Feminino,61 a 70,XB-Condutor Ciclomotor/Carro,1
Nordeste,Paraíba,Feminino,71 a 80,A-Condutor Moto,6
Nordeste,Paraíba,Feminino,71 a 80,AB-Condutor Moto/Carro,102
Nordeste,Paraíba,Feminino,71 a 80,AC-Condutor Moto/Caminhão,1
Nordeste,Paraíba,Feminino,71 a 80,AD-Condutor Moto/Ônibus,4
Nordeste,Paraíba,Feminino,71 a 80,AE-Condutor Moto/Carreta,1
Nordeste,Paraíba,Feminino,71 a 80,B-Condutor Carro,8657
Nordeste,Paraíba,Feminino,71 a 80,C-Condutor Caminhão,11
Nordeste,Paraíba,Feminino,71 a 80,D-Condutor Ônibus,18
Nordeste,Paraíba,Feminino,71 a 80,E-Condutor Carreta,1
Nordeste,Paraíba,Feminino,81 a 90,A-Condutor Moto,1
Nordeste,Paraíba,Feminino,81 a 90,AB-Condutor Moto/Carro,5
Nordeste,Paraíba,Feminino,81 a 90,B-Condutor Carro,2558
Nordeste,Paraíba,Feminino,81 a 90,C-Condutor Caminhão,2
Nordeste,Paraíba,Feminino,81 a 90,D-Condutor Ônibus,4
Nordeste,Paraíba,Feminino,91 a 100,B-Condutor Carro,424
Nordeste,Paraíba,Feminino,91 a 100,D-Condutor Ônibus,2
Nordeste,Paraíba,Feminino,101 a 120,B-Condutor Carro,16
Nordeste,Pernambuco,Masculino,18 a 21,A-Condutor Moto,1761
Nordeste,Pernambuco,Masculino,18 a 21,AB-Condutor Moto/Carro,24711
Nordeste,Pernambuco,Masculino,18 a 21,AC-Condutor Moto/Caminhão,222
Nordeste,Pernambuco,Masculino,18 a 21,AD-Condutor Moto/Ônibus,172
Nordeste,Pernambuco,Masculino,18 a 21,AE-Condutor Moto/Carreta,13
Nordeste,Pernambuco,Masculino,18 a 21,B-Condutor Carro,8146
Nordeste,Pernambuco,Masculino,18 a 21,C-Condutor Caminhão,24
Nordeste,Pernambuco,Masculino,18 a 21,D-Condutor Ônibus,14
Nordeste,Pernambuco,Masculino,18 a 21,E-Condutor Carreta,3
Nordeste,Pernambuco,Masculino,18 a 21,X-Condutor Ciclomotor,4
Nordeste,Pernambuco,Masculino,22 a 25,A-Condutor Moto,6415
Nordeste,Pernambuco,Masculino,22 a 25,AB-Condutor Moto/Carro,61608
Nordeste,Pernambuco,Masculino,22 a 25,AC-Condutor Moto/Caminhão,658
Nordeste,Pernambuco,Masculino,22 a 25,AD-Condutor Moto/Ônibus,4744
Nordeste,Pernambuco,Masculino,22 a 25,AE-Condutor Moto/Carreta,563
Nordeste,Pernambuco,Masculino,22 a 25,B-Condutor Carro,20869
Nordeste,Pernambuco,Masculino,22 a 25,C-Condutor Caminhão,55
Nordeste,Pernambuco,Masculino,22 a 25,D-Condutor Ônibus,285
Nordeste,Pernambuco,Masculino,22 a 25,E-Condutor Carreta,36
Nordeste,Pernambuco,Masculino,22 a 25,X-Condutor Ciclomotor,13
Nordeste,Pernambuco,Masculino,26 a 30,A-Condutor Moto,7844
Nordeste,Pernambuco,Masculino,26 a 30,AB-Condutor Moto/Carro,112793
Nordeste,Pernambuco,Masculino,26 a 30,AC-Condutor Moto/Caminhão,1758
Nordeste,Pernambuco,Masculino,26 a 30,AD-Condutor Moto/Ônibus,17900
Nordeste,Pernambuco,Masculino,26 a 30,AE-Condutor Moto/Carreta,3428
Nordeste,Pernambuco,Masculino,26 a 30,B-Condutor Carro,31046
Nordeste,Pernambuco,Masculino,26 a 30,C-Condutor Caminhão,65
Nordeste,Pernambuco,Masculino,26 a 30,D-Condutor Ônibus,756
Nordeste,Pernambuco,Masculino,26 a 30,E-Condutor Carreta,138
Nordeste,Pernambuco,Masculino,26 a 30,X-Condutor Ciclomotor,12
Nordeste,Pernambuco,Masculino,26 a 30,XB-Condutor Ciclomotor/Carro,6
Nordeste,Pernambuco,Masculino,31 a 40,A-Condutor Moto,10837
Nordeste,Pernambuco,Masculino,31 a 40,AB-Condutor Moto/Carro,243184
Nordeste,Pernambuco,Masculino,31 a 40,AC-Condutor Moto/Caminhão,4072
Nordeste,Pernambuco,Masculino,31 a 40,AD-Condutor Moto/Ônibus,83039
Nordeste,Pernambuco,Masculino,31 a 40,AE-Condutor Moto/Carreta,24267
Nordeste,Pernambuco,Masculino,31 a 40,B-Condutor Carro,64906
Nordeste,Pernambuco,Masculino,31 a 40,C-Condutor Caminhão,242
Nordeste,Pernambuco,Masculino,31 a 40,D-Condutor Ônibus,3929
Nordeste,Pernambuco,Masculino,31 a 40,E-Condutor Carreta,1039
Nordeste,Pernambuco,Masculino,31 a 40,X-Condutor Ciclomotor,46
Nordeste,Pernambuco,Masculino,31 a 40,XB-Condutor Ciclomotor/Carro,16
Nordeste,Pernambuco,Masculino,41 a 50,A-Condutor Moto,7512
Nordeste,Pernambuco,Masculino,41 a 50,AB-Condutor Moto/Carro,158037
Nordeste,Pernambuco,Masculino,41 a 50,AC-Condutor Moto/Caminhão,5078
Nordeste,Pernambuco,Masculino,41 a 50,AD-Condutor Moto/Ônibus,72662
Nordeste,Pernambuco,Masculino,41 a 50,AE-Condutor Moto/Carreta,22341
Nordeste,Pernambuco,Masculino,41 a 50,B-Condutor Carro,82307
Nordeste,Pernambuco,Masculino,41 a 50,C-Condutor Caminhão,1517
Nordeste,Pernambuco,Masculino,41 a 50,D-Condutor Ônibus,13909
Nordeste,Pernambuco,Masculino,41 a 50,E-Condutor Carreta,4345
Nordeste,Pernambuco,Masculino,41 a 50,X-Condutor Ciclomotor,56
Nordeste,Pernambuco,Masculino,41 a 50,XB-Condutor Ciclomotor/Carro,13
Nordeste,Pernambuco,Masculino,41 a 50,XD-Condutor Ciclomotor/Ônibus,1
Nordeste,Pernambuco,Masculino,51 a 60,A-Condutor Moto,4309
Nordeste,Pernambuco,Masculino,51 a 60,AB-Condutor Moto/Carro,75846
Nordeste,Pernambuco,Masculino,51 a 60,AC-Condutor Moto/Caminhão,5298
Nordeste,Pernambuco,Masculino,51 a 60,AD-Condutor Moto/Ônibus,32033
Nordeste,Pernambuco,Masculino,51 a 60,AE-Condutor Moto/Carreta,7828
Nordeste,Pernambuco,Masculino,51 a 60,B-Condutor Carro,83125
Nordeste,Pernambuco,Masculino,51 a 60,C-Condutor Caminhão,4977
Nordeste,Pernambuco,Masculino,51 a 60,D-Condutor Ônibus,19845
Nordeste,Pernambuco,Masculino,51 a 60,E-Condutor Carreta,5050
Nordeste,Pernambuco,Masculino,51 a 60,X-Condutor Ciclomotor,77
Nordeste,Pernambuco,Masculino,51 a 60,XB-Condutor Ciclomotor/Carro,14
Nordeste,Pernambuco,Masculino,51 a 60,XD-Condutor Ciclomotor/Ônibus,2
Nordeste,Pernambuco,Masculino,51 a 60,XE-Condutor Ciclomotor/Carreta,2
Nordeste,Pernambuco,Masculino,61 a 70,A-Condutor Moto,1604
Nordeste,Pernambuco,Masculino,61 a 70,AB-Condutor Moto/Carro,28426
Nordeste,Pernambuco,Masculino,61 a 70,AC-Condutor Moto/Caminhão,1904
Nordeste,Pernambuco,Masculino,61 a 70,AD-Condutor Moto/Ônibus,10593
Nordeste,Pernambuco,Masculino,61 a 70,AE-Condutor Moto/Carreta,2065
Nordeste,Pernambuco,Masculino,61 a 70,B-Condutor Carro,81319
Nordeste,Pernambuco,Masculino,61 a 70,C-Condutor Caminhão,4255
Nordeste,Pernambuco,Masculino,61 a 70,D-Condutor Ônibus,21410
Nordeste,Pernambuco,Masculino,61 a 70,E-Condutor Carreta,3682
Nordeste,Pernambuco,Masculino,61 a 70,X-Condutor Ciclomotor,53
Nordeste,Pernambuco,Masculino,61 a 70,XB-Condutor Ciclomotor/Carro,11
Nordeste,Pernambuco,Masculino,61 a 70,XD-Condutor Ciclomotor/Ônibus,1
