"Região Habilitação Atual","UF Habilitação Atual","Sexo","Faixa Etária","Categoria","Qt. Condutor Histórico"
"Nordeste","Maranhão","Masculino","41 a 50","AE-Condutor Moto/Carreta","4.775"
"Nordeste","Maranhão","Masculino","41 a 50","B-Condutor Carro","33.863"
"Nordeste","Maranhão","Masculino","41 a 50","C-Condutor Caminhão","2.184"
"Nordeste","Maranhão","Masculino","41 a 50","D-Condutor Ônibus","9.820"
"Nordeste","Maranhão","Masculino","41 a 50","E-Condutor Carreta","2.000"
"Nordeste","Maranhão","Masculino","41 a 50","X-Condutor Ciclomotor","1"
"Nordeste","Maranhão","Masculino","51 a 60","A-Condutor Moto","4.154"
"Nordeste","Maranhão","Masculino","51 a 60","AB-Condutor Moto/Carro","20.614"
"Nordeste","Maranhão","Masculino","51 a 60","AC-Condutor Moto/Caminhão","4.526"
"Nordeste","Maranhão","Masculino","51 a 60","AD-Condutor Moto/Ônibus","9.650"
"Nordeste","Maranhão","Masculino","51 a 60","AE-Condutor Moto/Carreta","1.908"
"Nordeste","Maranhão","Masculino","51 a 60","B-Condutor Carro","24.756"
"Nordeste","Maranhão","Masculino","51 a 60","C-Condutor Caminhão","5.067"
"Nordeste","Maranhão","Masculino","51 a 60","D-Condutor Ônibus","11.400"
"Nordeste","Maranhão","Masculino","51 a 60","E-Condutor Carreta","1.867"
"Nordeste","Maranhão","Masculino","61 a 70","A-Condutor Moto","1.374"
"Nordeste","Maranhão","Masculino","61 a 70","AB-Condutor Moto/Carro","6.689"
"Nordeste","Maranhão","Masculino","61 a 70","AC-Condutor Moto/Caminhão","1.890"
"Nordeste","Maranhão","Masculino","61 a 70","AD-Condutor Moto/Ônibus","3.502"
"Nordeste","Maranhão","Masculino","61 a 70","AE-Condutor Moto/Carreta","542"
"Nordeste","Maranhão","Masculino","61 a 70","B-Condutor Carro","18.945"
"Nordeste","Maranhão","Masculino","61 a 70","C-Condutor Caminhão","4.976"
"Nordeste","Maranhão","Masculino","61 a 70","D-Condutor Ônibus","10.431"
"Nordeste","Maranhão","Masculino","61 a 70","E-Condutor Carreta","1.153"
"Nordeste","Maranhão","Masculino","71 a 80","A-Condutor Moto","308"
"Nordeste","Maranhão","Masculino","71 a 80","AB-Condutor Moto/Carro","1.499"
"Nordeste","Maranhão","Masculino","71 a 80","AC-Condutor Moto/Caminhão","402"
"Nordeste","Maranhão","Masculino","71 a 80","AD-Condutor Moto/Ônibus","492"
"Nordeste","Maranhão","Masculino","71 a 80","AE-Condutor Moto/Carreta","61"
"Nordeste","Maranhão","Masculino","71 a 80","B-Condutor Carro","10.390"
"Nordeste","Maranhão","Masculino","71 a 80","C-Condutor Caminhão","3.069"
"Nordeste","Maranhão","Masculino","71 a 80","D-Condutor Ônibus","3.492"
"Nordeste","Maranhão","Masculino","71 a 80","E-Condutor Carreta","258"
"Nordeste","Maranhão","Masculino","81 a 90","A-Condutor Moto","50"
"Nordeste","Maranhão","Masculino","81 a 90","AB-Condutor Moto/Carro","196"
"Nordeste","Maranhão","Masculino","81 a 90","AC-Condutor Moto/Caminhão","74"
"Nordeste","Maranhão","Masculino","81 a 90","AD-Condutor Moto/Ônibus","57"
"Nordeste","Maranhão","Masculino","81 a 90","AE-Condutor Moto/Carreta","4"
"Nordeste","Maranhão","Masculino","81 a 90","B-Condutor Carro","3.784"
"Nordeste","Maranhão","Masculino","81 a 90","C-Condutor Caminhão","1.644"
"Nordeste","Maranhão","Masculino","81 a 90","D-Condutor Ônibus","830"
"Nordeste","Maranhão","Masculino","81 a 90","E-Condutor Carreta","41"
"Nordeste","Maranhão","Masculino","91 a 100","A-Condutor Moto","2"
"Nordeste","Maranhão","Masculino","91 a 100","AB-Condutor Moto/Carro","20"
"Nordeste","Maranhão","Masculino","91 a 100","AC-Condutor Moto/Caminhão","9"
"Nordeste","Maranhão","Masculino","91 a 100","AD-Condutor Moto/Ônibus","4"
"Nordeste","Maranhão","Masculino","91 a 100","B-Condutor Carro","1.065"
"Nordeste","Maranhão","Masculino","91 a 100","C-Condutor Caminhão","415"
"Nordeste","Maranhão","Masculino","91 a 100","D-Condutor Ônibus","116"
"Nordeste","Maranhão","Masculino","101 a 120","AB-Condutor Moto/Carro","2"
"Nordeste","Maranhão","Masculino","101 a 120","B-Condutor Carro","101"
"Nordeste","Maranhão","Masculino","101 a 120","C-Condutor Caminhão","23"
"Nordeste","Maranhão","Masculino","101 a 120","D-Condutor Ônibus","2"
"Nordeste","Maranhão","Masculino","101 a 120","E-Condutor Carreta","1"
"Nordeste","Maranhão","Feminino","18 a 21","A-Condutor Moto","721"
"Nordeste","Maranhão","Feminino","18 a 21","AB-Condutor Moto/Carro","2.667"
"Nordeste","Maranhão","Feminino","18 a 21","B-Condutor Carro","2.702"
"Nordeste","Maranhão","Feminino","18 a 21","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Maranhão","Feminino","22 a 25","A-Condutor Moto","2.496"
"Nordeste","Maranhão","Feminino","22 a 25","AB-Condutor Moto/Carro","8.449"
"Nordeste","Maranhão","Feminino","22 a 25","AD-Condutor Moto/Ônibus","26"
"Nordeste","Maranhão","Feminino","22 a 25","B-Condutor Carro","9.195"
"Nordeste","Maranhão","Feminino","22 a 25","D-Condutor Ônibus","8"
"Nordeste","Maranhão","Feminino","26 a 30","A-Condutor Moto","3.987"
"Nordeste","Maranhão","Feminino","26 a 30","AB-Condutor Moto/Carro","14.103"
"Nordeste","Maranhão","Feminino","26 a 30","AC-Condutor Moto/Caminhão","1"
"Nordeste","Maranhão","Feminino","26 a 30","AD-Condutor Moto/Ônibus","147"
"Nordeste","Maranhão","Feminino","26 a 30","AE-Condutor Moto/Carreta","3"
"Nordeste","Maranhão","Feminino","26 a 30","B-Condutor Carro","16.966"
"Nordeste","Maranhão","Feminino","26 a 30","D-Condutor Ônibus","34"
"Nordeste","Maranhão","Feminino","26 a 30","E-Condutor Carreta","4"
"Nordeste","Maranhão","Feminino","31 a 40","A-Condutor Moto","8.180"
"Nordeste","Maranhão","Feminino","31 a 40","AB-Condutor Moto/Carro","29.238"
"Nordeste","Maranhão","Feminino","31 a 40","AC-Condutor Moto/Caminhão","6"
"Nordeste","Maranhão","Feminino","31 a 40","AD-Condutor Moto/Ônibus","438"
"Nordeste","Maranhão","Feminino","31 a 40","AE-Condutor Moto/Carreta","41"
"Nordeste","Maranhão","Feminino","31 a 40","B-Condutor Carro","45.767"
"Nordeste","Maranhão","Feminino","31 a 40","C-Condutor Caminhão","4"
"Nordeste","Maranhão","Feminino","31 a 40","D-Condutor Ônibus","177"
"Nordeste","Maranhão","Feminino","31 a 40","E-Condutor Carreta","9"
"Nordeste","Maranhão","Feminino","41 a 50","A-Condutor Moto","3.925"
"Nordeste","Maranhão","Feminino","41 a 50","AB-Condutor Moto/Carro","13.602"
"Nordeste","Maranhão","Feminino","41 a 50","AC-Condutor Moto/Caminhão","80"
"Nordeste","Maranhão","Feminino","41 a 50","AD-Condutor Moto/Ônibus","280"
"Nordeste","Maranhão","Feminino","41 a 50","AE-Condutor Moto/Carreta","29"
"Nordeste","Maranhão","Feminino","41 a 50","B-Condutor Carro","33.327"
"Nordeste","Maranhão","Feminino","41 a 50","C-Condutor Caminhão","35"
"Nordeste","Maranhão","Feminino","41 a 50","D-Condutor Ônibus","219"
"Nordeste","Maranhão","Feminino","41 a 50","E-Condutor Carreta","10"
"Nordeste","Maranhão","Feminino","51 a 60","A-Condutor Moto","1.178"
"Nordeste","Maranhão","Feminino","51 a 60","AB-Condutor Moto/Carro","4.173"
"Nordeste","Maranhão","Feminino","51 a 60","AC-Condutor Moto/Caminhão","93"
"Nordeste","Maranhão","Feminino","51 a 60","AD-Condutor Moto/Ônibus","91"
"Nordeste","Maranhão","Feminino","51 a 60","AE-Condutor Moto/Carreta","8"
"Nordeste","Maranhão","Feminino","51 a 60","B-Condutor Carro","21.073"
"Nordeste","Maranhão","Feminino","51 a 60","C-Condutor Caminhão","113"
"Nordeste","Maranhão","Feminino","51 a 60","D-Condutor Ônibus","204"
"Nordeste","Maranhão","Feminino","51 a 60","E-Condutor Carreta","12"
"Nordeste","Maranhão","Feminino","61 a 70","A-Condutor Moto","124"
"Nordeste","Maranhão","Feminino","61 a 70","AB-Condutor Moto/Carro","641"
"Nordeste","Maranhão","Feminino","61 a 70","AC-Condutor Moto/Caminhão","34"
"Nordeste","Maranhão","Feminino","61 a 70","AD-Condutor Moto/Ônibus","21"
"Nordeste","Maranhão","Feminino","61 a 70","AE-Condutor Moto/Carreta","3"
"Nordeste","Maranhão","Feminino","61 a 70","B-Condutor Carro","11.442"
"Nordeste","Maranhão","Feminino","61 a 70","C-Condutor Caminhão","87"
"Nordeste","Maranhão","Feminino","61 a 70","D-Condutor Ônibus","90"
"Nordeste","Maranhão","Feminino","61 a 70","E-Condutor Carreta","4"
"Nordeste","Maranhão","Feminino","71 a 80","A-Condutor Moto","8"
"Nordeste","Maranhão","Feminino","71 a 80","AB-Condutor Moto/Carro","59"
"Nordeste","Maranhão","Feminino","71 a 80","AC-Condutor Moto/Caminhão","2"
"Nordeste","Maranhão","Feminino","71 a 80","AD-Condutor Moto/Ônibus","1"
"Nordeste","Maranhão","Feminino","71 a 80","B-Condutor Carro","3.806"
"Nordeste","Maranhão","Feminino","71 a 80","C-Condutor Caminhão","20"
"Nordeste","Maranhão","Feminino","71 a 80","D-Condutor Ônibus","14"
"Nordeste","Maranhão","Feminino","71 a 80","E-Condutor Carreta","2"
"Nordeste","Maranhão","Feminino","81 a 90","AB-Condutor Moto/Carro","6"
"Nordeste","Maranhão","Feminino","81 a 90","AD-Condutor Moto/Ônibus","1"
"Nordeste","Maranhão","Feminino","81 a 90","B-Condutor Carro","905"
"Nordeste","Maranhão","Feminino","81 a 90","C-Condutor Caminhão","5"
"Nordeste","Maranhão","Feminino","81 a 90","D-Condutor Ônibus","2"
"Nordeste","Maranhão","Feminino","91 a 100","B-Condutor Carro","170"
"Nordeste","Maranhão","Feminino","101 a 120","B-Condutor Carro","4"
"Nordeste","Paraíba","Masculino","18 a 21","A-Condutor Moto","583"
"Nordeste","Paraíba","Masculino","18 a 21","AB-Condutor Moto/Carro","11.263"
"Nordeste","Paraíba","Masculino","18 a 21","AC-Condutor Moto/Caminhão","37"
"Nordeste","Paraíba","Masculino","18 a 21","AD-Condutor Moto/Ônibus","51"
"Nordeste","Paraíba","Masculino","18 a 21","AE-Condutor Moto/Carreta","2"
"Nordeste","Paraíba","Masculino","18 a 21","B-Condutor Carro","4.001"
"Nordeste","Paraíba","Masculino","18 a 21","C-Condutor Caminhão","3"
"Nordeste","Paraíba","Masculino","18 a 21","D-Condutor Ônibus","2"
"Nordeste","Paraíba","Masculino","18 a 21","X-Condutor Ciclomotor","1"
"Nordeste","Paraíba","Masculino","22 a 25","A-Condutor Moto","2.125"
"Nordeste","Paraíba","Masculino","22 a 25","AB-Condutor Moto/Carro","28.126"
"Nordeste","Paraíba","Masculino","22 a 25","AC-Condutor Moto/Caminhão","71"
"Nordeste","Paraíba","Masculino","22 a 25","AD-Condutor Moto/Ônibus","1.388"
"Nordeste","Paraíba","Masculino","22 a 25","AE-Condutor Moto/Carreta","81"
"Nordeste","Paraíba","Masculino","22 a 25","B-Condutor Carro","8.737"
"Nordeste","Paraíba","Masculino","22 a 25","C-Condutor Caminhão","8"
"Nordeste","Paraíba","Masculino","22 a 25","D-Condutor Ônibus","103"
"Nordeste","Paraíba","Masculino","22 a 25","E-Condutor Carreta","5"
"Nordeste","Paraíba","Masculino","26 a 30","A-Condutor Moto","4.145"
"Nordeste","Paraíba","Masculino","26 a 30","AB-Condutor Moto/Carro","42.959"
"Nordeste","Paraíba","Masculino","26 a 30","AC-Condutor Moto/Caminhão","356"
"Nordeste","Paraíba","Masculino","26 a 30","AD-Condutor Moto/Ônibus","4.817"
"Nordeste","Paraíba","Masculino","26 a 30","AE-Condutor Moto/Carreta","590"
"Nordeste","Paraíba","Masculino","26 a 30","B-Condutor Carro","13.145"
"Nordeste","Paraíba","Masculino","26 a 30","C-Condutor Caminhão","32"
"Nordeste","Paraíba","Masculino","26 a 30","D-Condutor Ônibus","351"
"Nordeste","Paraíba","Masculino","26 a 30","E-Condutor Carreta","40"
"Nordeste","Paraíba","Masculino","26 a 30","X-Condutor Ciclomotor","1"
"Nordeste","Paraíba","Masculino","31 a 40","A-Condutor Moto","9.551"
"Nordeste","Paraíba","Masculino","31 a 40","AB-Condutor Moto/Carro","92.539"
"Nordeste","Paraíba","Masculino","31 a 40","AC-Condutor Moto/Caminhão","1.600"
"Nordeste","Paraíba","Masculino","31 a 40","AD-Condutor Moto/Ônibus","19.236"
"Nordeste","Paraíba","Masculino","31 a 40","AE-Condutor Moto/Carreta","3.770"
"Nordeste","Paraíba","Masculino","31 a 40","B-Condutor Carro","32.416"
"Nordeste","Paraíba","Masculino","31 a 40","C-Condutor Caminhão","285"
"Nordeste","Paraíba","Masculino","31 a 40","D-Condutor Ônibus","2.837"
"Nordeste","Paraíba","Masculino","31 a 40","E-Condutor Carreta","630"
"Nordeste","Paraíba","Masculino","31 a 40","X-Condutor Ciclomotor","6"
"Nordeste","Paraíba","Masculino","31 a 40","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Paraíba","Masculino","41 a 50","A-Condutor Moto","6.170"
"Nordeste","Paraíba","Masculino","41 a 50","AB-Condutor Moto/Carro","55.719"
"Nordeste","Paraíba","Masculino","41 a 50","AC-Condutor Moto/Caminhão","3.146"
"Nordeste","Paraíba","Masculino","41 a 50","AD-Condutor Moto/Ônibus","14.375"
"Nordeste","Paraíba","Masculino","41 a 50","AE-Condutor Moto/Carreta","3.448"
"Nordeste","Paraíba","Masculino","41 a 50","B-Condutor Carro","31.732"
"Nordeste","Paraíba","Masculino","41 a 50","C-Condutor Caminhão","1.468"
"Nordeste","Paraíba","Masculino","41 a 50","D-Condutor Ônibus","5.676"
"Nordeste","Paraíba","Masculino","41 a 50","E-Condutor Carreta","1.504"
"Nordeste","Paraíba","Masculino","41 a 50","X-Condutor Ciclomotor","3"
"Nordeste","Paraíba","Masculino","41 a 50","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Paraíba","Masculino","51 a 60","A-Condutor Moto","3.492"
"Nordeste","Paraíba","Masculino","51 a 60","AB-Condutor Moto/Carro","30.378"
"Nordeste","Paraíba","Masculino","51 a 60","AC-Condutor Moto/Caminhão","3.533"
"Nordeste","Paraíba","Masculino","51 a 60","AD-Condutor Moto/Ônibus","8.216"
"Nordeste","Paraíba","Masculino","51 a 60","AE-Condutor Moto/Carreta","1.864"
"Nordeste","Paraíba","Masculino","51 a 60","B-Condutor Carro","32.598"
"Nordeste","Paraíba","Masculino","51 a 60","C-Condutor Caminhão","3.939"
"Nordeste","Paraíba","Masculino","51 a 60","D-Condutor Ônibus","8.002"
"Nordeste","Paraíba","Masculino","51 a 60","E-Condutor Carreta","1.697"
"Nordeste","Paraíba","Masculino","51 a 60","X-Condutor Ciclomotor","9"
"Nordeste","Paraíba","Masculino","51 a 60","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Paraíba","Masculino","61 a 70","A-Condutor Moto","1.233"
"Nordeste","Paraíba","Masculino","61 a 70","AB-Condutor Moto/Carro","11.721"
"Nordeste","Paraíba","Masculino","61 a 70","AC-Condutor Moto/Caminhão","1.081"
"Nordeste","Paraíba","Masculino","61 a 70","AD-Condutor Moto/Ônibus","2.922"
"Nordeste","Paraíba","Masculino","61 a 70","AE-Condutor Moto/Carreta","534"
"Nordeste","Paraíba","Masculino","61 a 70","B-Condutor Carro","31.048"
"Nordeste","Paraíba","Masculino","61 a 70","C-Condutor Caminhão","2.923"
"Nordeste","Paraíba","Masculino","61 a 70","D-Condutor Ônibus","7.888"
"Nordeste","Paraíba","Masculino","61 a 70","E-Condutor Carreta","1.081"
"Nordeste","Paraíba","Masculino","61 a 70","X-Condutor Ciclomotor","1"
"Nordeste","Paraíba","Masculino","61 a 70","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Paraíba","Masculino","71 a 80","A-Condutor Moto","500"
"Nordeste","Paraíba","Masculino","71 a 80","AB-Condutor Moto/Carro","3.591"
"Nordeste","Paraíba","Masculino","71 a 80","AC-Condutor Moto/Caminhão","290"
"Nordeste","Paraíba","Masculino","71 a 80","AD-Condutor Moto/Ônibus","546"
"Nordeste","Paraíba","Masculino","71 a 80","AE-Condutor Moto/Carreta","90"
"Nordeste","Paraíba","Masculino","71 a 80","B-Condutor Carro","20.475"
"Nordeste","Paraíba","Masculino","71 a 80","C-Condutor Caminhão","1.778"
"Nordeste","Paraíba","Masculino","71 a 80","D-Condutor Ônibus","3.769"
"Nordeste","Paraíba","Masculino","71 a 80","E-Condutor Carreta","358"
"Nordeste","Paraíba","Masculino","71 a 80","X-Condutor Ciclomotor","1"
"Nordeste","Paraíba","Masculino","71 a 80","XB-Condutor Ciclomotor/Carro","2"
"Nordeste","Paraíba","Masculino","81 a 90","A-Condutor Moto","96"
"Nordeste","Paraíba","Masculino","81 a 90","AB-Condutor Moto/Carro","656"
"Nordeste","Paraíba","Masculino","81 a 90","AC-Condutor Moto/Caminhão","69"
"Nordeste","Paraíba","Masculino","81 a 90","AD-Condutor Moto/Ônibus","79"
"Nordeste","Paraíba","Masculino","81 a 90","AE-Condutor Moto/Carreta","10"
"Nordeste","Paraíba","Masculino","81 a 90","B-Condutor Carro","8.951"
"Nordeste","Paraíba","Masculino","81 a 90","C-Condutor Caminhão","921"
"Nordeste","Paraíba","Masculino","81 a 90","D-Condutor Ônibus","1.394"
"Nordeste","Paraíba","Masculino","81 a 90","E-Condutor Carreta","82"
"Nordeste","Paraíba","Masculino","91 a 100","A-Condutor Moto","8"
"Nordeste","Paraíba","Masculino","91 a 100","AB-Condutor Moto/Carro","76"
"Nordeste","Paraíba","Masculino","91 a 100","AC-Condutor Moto/Caminhão","4"
"Nordeste","Paraíba","Masculino","91 a 100","AD-Condutor Moto/Ônibus","5"
"Nordeste","Paraíba","Masculino","91 a 100","AE-Condutor Moto/Carreta","2"
"Nordeste","Paraíba","Masculino","91 a 100","B-Condutor Carro","2.466"
"Nordeste","Paraíba","Masculino","91 a 100","C-Condutor Caminhão","188"
"Nordeste","Paraíba","Masculino","91 a 100","D-Condutor Ônibus","203"
"Nordeste","Paraíba","Masculino","91 a 100","E-Condutor Carreta","11"
"Nordeste","Paraíba","Masculino","101 a 120","AB-Condutor Moto/Carro","4"
"Nordeste","Paraíba","Masculino","101 a 120","B-Condutor Carro","234"
"Nordeste","Paraíba","Masculino","101 a 120","C-Condutor Caminhão","7"
"Nordeste","Paraíba","Masculino","101 a 120","D-Condutor Ônibus","3"
"Nordeste","Paraíba","Feminino","18 a 21","A-Condutor Moto","135"
"Nordeste","Paraíba","Feminino","18 a 21","AB-Condutor Moto/Carro","2.089"
"Nordeste","Paraíba","Feminino","18 a 21","B-Condutor Carro","3.849"
"Nordeste","Paraíba","Feminino","22 a 25","A-Condutor Moto","605"
"Nordeste","Paraíba","Feminino","22 a 25","AB-Condutor Moto/Carro","6.200"
"Nordeste","Paraíba","Feminino","22 a 25","AD-Condutor Moto/Ônibus","8"
"Nordeste","Paraíba","Feminino","22 a 25","B-Condutor Carro","9.869"
"Nordeste","Paraíba","Feminino","22 a 25","D-Condutor Ônibus","2"
"Nordeste","Paraíba","Feminino","22 a 25","X-Condutor Ciclomotor","1"
"Nordeste","Paraíba","Feminino","22 a 25","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Paraíba","Feminino","26 a 30","A-Condutor Moto","1.373"
"Nordeste","Paraíba","Feminino","26 a 30","AB-Condutor Moto/Carro","10.903"
"Nordeste","Paraíba","Feminino","26 a 30","AC-Condutor Moto/Caminhão","2"
"Nordeste","Paraíba","Feminino","26 a 30","AD-Condutor Moto/Ônibus","53"
"Nordeste","Paraíba","Feminino","26 a 30","AE-Condutor Moto/Carreta","5"
"Nordeste","Paraíba","Feminino","26 a 30","B-Condutor Carro","17.465"
"Nordeste","Paraíba","Feminino","26 a 30","D-Condutor Ônibus","13"
"Nordeste","Paraíba","Feminino","26 a 30","X-Condutor Ciclomotor","1"
"Nordeste","Paraíba","Feminino","26 a 30","XB-Condutor Ciclomotor/Carro","2"
"Nordeste","Paraíba","Feminino","31 a 40","A-Condutor Moto","3.296"
"Nordeste","Paraíba","Feminino","31 a 40","AB-Condutor Moto/Carro","24.159"
"Nordeste","Paraíba","Feminino","31 a 40","AC-Condutor Moto/Caminhão","16"
"Nordeste","Paraíba","Feminino","31 a 40","AD-Condutor Moto/Ônibus","209"
"Nordeste","Paraíba","Feminino","31 a 40","AE-Condutor Moto/Carreta","16"
"Nordeste","Paraíba","Feminino","31 a 40","B-Condutor Carro","45.864"
"Nordeste","Paraíba","Feminino","31 a 40","C-Condutor Caminhão","4"
"Nordeste","Paraíba","Feminino","31 a 40","D-Condutor Ônibus","123"
"Nordeste","Paraíba","Feminino","31 a 40","E-Condutor Carreta","3"
"Nordeste","Paraíba","Feminino","31 a 40","X-Condutor Ciclomotor","3"
"Nordeste","Paraíba","Feminino","31 a 40","XB-Condutor Ciclomotor/Carro","3"
"Nordeste","Paraíba","Feminino","41 a 50","A-Condutor Moto","1.592"
"Nordeste","Paraíba","Feminino","41 a 50","AB-Condutor Moto/Carro","10.311"
"Nordeste","Paraíba","Feminino","41 a 50","AC-Condutor Moto/Caminhão","23"
"Nordeste","Paraíba","Feminino","41 a 50","AD-Condutor Moto/Ônibus","190"
"Nordeste","Paraíba","Feminino","41 a 50","AE-Condutor Moto/Carreta","24"
"Nordeste","Paraíba","Feminino","41 a 50","B-Condutor Carro","34.957"
"Nordeste","Paraíba","Feminino","41 a 50","C-Condutor Caminhão","26"
"Nordeste","Paraíba","Feminino","41 a 50","D-Condutor Ônibus","194"
"Nordeste","Paraíba","Feminino","41 a 50","E-Condutor Carreta","3"
"Nordeste","Paraíba","Feminino","41 a 50","X-Condutor Ciclomotor","2"
"Nordeste","Paraíba","Feminino","41 a 50","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Paraíba","Feminino","51 a 60","A-Condutor Moto","484"
"Nordeste","Paraíba","Feminino","51 a 60","AB-Condutor Moto/Carro","3.144"
"Nordeste","Paraíba","Feminino","51 a 60","AC-Condutor Moto/Caminhão","18"
"Nordeste","Paraíba","Feminino","51 a 60","AD-Condutor Moto/Ônibus","85"
"Nordeste","Paraíba","Feminino","51 a 60","AE-Condutor Moto/Carreta","9"
"Nordeste","Paraíba","Feminino","51 a 60","B-Condutor Carro","26.950"
"Nordeste","Paraíba","Feminino","51 a 60","C-Condutor Caminhão","55"
"Nordeste","Paraíba","Feminino","51 a 60","D-Condutor Ônibus","197"
"Nordeste","Paraíba","Feminino","51 a 60","E-Condutor Carreta","12"
"Nordeste","Paraíba","Feminino","61 a 70","A-Condutor Moto","39"
"Nordeste","Paraíba","Feminino","61 a 70","AB-Condutor Moto/Carro","517"
"Nordeste","Paraíba","Feminino","61 a 70","AC-Condutor Moto/Caminhão","5"
"Nordeste","Paraíba","Feminino","61 a 70","AD-Condutor Moto/Ônibus","26"
"Nordeste","Paraíba","Feminino","61 a 70","AE-Condutor Moto/Carreta","1"
"Nordeste","Paraíba","Feminino","61 a 70","B-Condutor Carro","16.978"
"Nordeste","Paraíba","Feminino","61 a 70","C-Condutor Caminhão","44"
"Nordeste","Paraíba","Feminino","61 a 70","D-Condutor Ônibus","75"
"Nordeste","Paraíba","Feminino","61 a 70","X-Condutor Ciclomotor","1"
"Nordeste","Paraíba","Feminino","61 a 70","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Paraíba","Feminino","71 a 80","A-Condutor Moto","5"
"Nordeste","Paraíba","Feminino","71 a 80","AB-Condutor Moto/Carro","62"
"Nordeste","Paraíba","Feminino","71 a 80","AC-Condutor Moto/Caminhão","1"
"Nordeste","Paraíba","Feminino","71 a 80","AD-Condutor Moto/Ônibus","1"
"Nordeste","Paraíba","Feminino","71 a 80","AE-Condutor Moto/Carreta","1"
"Nordeste","Paraíba","Feminino","71 a 80","B-Condutor Carro","6.924"
"Nordeste","Paraíba","Feminino","71 a 80","C-Condutor Caminhão","6"
"Nordeste","Paraíba","Feminino","71 a 80","D-Condutor Ônibus","17"
"Nordeste","Paraíba","Feminino","81 a 90","A-Condutor Moto","1"
"Nordeste","Paraíba","Feminino","81 a 90","AB-Condutor Moto/Carro","3"
"Nordeste","Paraíba","Feminino","81 a 90","B-Condutor Carro","1.888"
"Nordeste","Paraíba","Feminino","81 a 90","C-Condutor Caminhão","1"
"Nordeste","Paraíba","Feminino","81 a 90","D-Condutor Ônibus","4"
"Nordeste","Paraíba","Feminino","91 a 100","B-Condutor Carro","274"
"Nordeste","Paraíba","Feminino","91 a 100","D-Condutor Ônibus","1"
"Nordeste","Paraíba","Feminino","101 a 120","B-Condutor Carro","5"
"Nordeste","Pernambuco","Masculino","18 a 21","A-Condutor Moto","2.034"
"Nordeste","Pernambuco","Masculino","18 a 21","AB-Condutor Moto/Carro","24.119"
"Nordeste","Pernambuco","Masculino","18 a 21","AC-Condutor Moto/Caminhão","245"
"Nordeste","Pernambuco","Masculino","18 a 21","AD-Condutor Moto/Ônibus","135"
"Nordeste","Pernambuco","Masculino","18 a 21","AE-Condutor Moto/Carreta","5"
"Nordeste","Pernambuco","Masculino","18 a 21","B-Condutor Carro","9.785"
"Nordeste","Pernambuco","Masculino","18 a 21","C-Condutor Caminhão","22"
"Nordeste","Pernambuco","Masculino","18 a 21","D-Condutor Ônibus","10"
"Nordeste","Pernambuco","Masculino","18 a 21","X-Condutor Ciclomotor","5"
"Nordeste","Pernambuco","Masculino","22 a 25","A-Condutor Moto","5.678"
"Nordeste","Pernambuco","Masculino","22 a 25","AB-Condutor Moto/Carro","68.470"
"Nordeste","Pernambuco","Masculino","22 a 25","AC-Condutor Moto/Caminhão","1.051"
"Nordeste","Pernambuco","Masculino","22 a 25","AD-Condutor Moto/Ônibus","5.553"
"Nordeste","Pernambuco","Masculino","22 a 25","AE-Condutor Moto/Carreta","666"
"Nordeste","Pernambuco","Masculino","22 a 25","B-Condutor Carro","22.067"
"Nordeste","Pernambuco","Masculino","22 a 25","C-Condutor Caminhão","51"
"Nordeste","Pernambuco","Masculino","22 a 25","D-Condutor Ônibus","268"
"Nordeste","Pernambuco","Masculino","22 a 25","E-Condutor Carreta","39"
"Nordeste","Pernambuco","Masculino","22 a 25","X-Condutor Ciclomotor","7"
"Nordeste","Pernambuco","Masculino","26 a 30","A-Condutor Moto","6.370"
"Nordeste","Pernambuco","Masculino","26 a 30","AB-Condutor Moto/Carro","113.994"
"Nordeste","Pernambuco","Masculino","26 a 30","AC-Condutor Moto/Caminhão","2.131"
"Nordeste","Pernambuco","Masculino","26 a 30","AD-Condutor Moto/Ônibus","23.604"
"Nordeste","Pernambuco","Masculino","26 a 30","AE-Condutor Moto/Carreta","4.745"
"Nordeste","Pernambuco","Masculino","26 a 30","B-Condutor Carro","29.241"
"Nordeste","Pernambuco","Masculino","26 a 30","C-Condutor Caminhão","70"
"Nordeste","Pernambuco","Masculino","26 a 30","D-Condutor Ônibus","816"
"Nordeste","Pernambuco","Masculino","26 a 30","E-Condutor Carreta","138"
"Nordeste","Pernambuco","Masculino","26 a 30","X-Condutor Ciclomotor","11"
"Nordeste","Pernambuco","Masculino","26 a 30","XB-Condutor Ciclomotor/Carro","5"
"Nordeste","Pernambuco","Masculino","31 a 40","A-Condutor Moto","9.700"
"Nordeste","Pernambuco","Masculino","31 a 40","AB-Condutor Moto/Carro","233.108"
"Nordeste","Pernambuco","Masculino","31 a 40","AC-Condutor Moto/Caminhão","4.539"
"Nordeste","Pernambuco","Masculino","31 a 40","AD-Condutor Moto/Ônibus","88.194"
