"Região Habilitação Atual","UF Habilitação Atual","Sexo","Faixa Etária","Categoria","Qt. Condutor Histórico"
"Nordeste","Maranhão","Feminino","22 a 25","AD-Condutor Moto/Ônibus","15"
"Nordeste","Maranhão","Feminino","22 a 25","AE-Condutor Moto/Carreta","1"
"Nordeste","Maranhão","Feminino","22 a 25","B-Condutor Carro","8.129"
"Nordeste","Maranhão","Feminino","22 a 25","D-Condutor Ônibus","6"
"Nordeste","Maranhão","Feminino","22 a 25","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Maranhão","Feminino","26 a 30","A-Condutor Moto","3.739"
"Nordeste","Maranhão","Feminino","26 a 30","AB-Condutor Moto/Carro","14.046"
"Nordeste","Maranhão","Feminino","26 a 30","AC-Condutor Moto/Caminhão","1"
"Nordeste","Maranhão","Feminino","26 a 30","AD-Condutor Moto/Ônibus","126"
"Nordeste","Maranhão","Feminino","26 a 30","AE-Condutor Moto/Carreta","3"
"Nordeste","Maranhão","Feminino","26 a 30","B-Condutor Carro","16.383"
"Nordeste","Maranhão","Feminino","26 a 30","D-Condutor Ônibus","32"
"Nordeste","Maranhão","Feminino","26 a 30","E-Condutor Carreta","3"
"Nordeste","Maranhão","Feminino","31 a 40","A-Condutor Moto","8.267"
"Nordeste","Maranhão","Feminino","31 a 40","AB-Condutor Moto/Carro","30.900"
"Nordeste","Maranhão","Feminino","31 a 40","AC-Condutor Moto/Caminhão","4"
"Nordeste","Maranhão","Feminino","31 a 40","AD-Condutor Moto/Ônibus","464"
"Nordeste","Maranhão","Feminino","31 a 40","AE-Condutor Moto/Carreta","46"
"Nordeste","Maranhão","Feminino","31 a 40","B-Condutor Carro","45.681"
"Nordeste","Maranhão","Feminino","31 a 40","C-Condutor Caminhão","2"
"Nordeste","Maranhão","Feminino","31 a 40","D-Condutor Ônibus","158"
"Nordeste","Maranhão","Feminino","31 a 40","E-Condutor Carreta","6"
"Nordeste","Maranhão","Feminino","41 a 50","A-Condutor Moto","4.342"
"Nordeste","Maranhão","Feminino","41 a 50","AB-Condutor Moto/Carro","15.451"
"Nordeste","Maranhão","Feminino","41 a 50","AC-Condutor Moto/Caminhão","63"
"Nordeste","Maranhão","Feminino","41 a 50","AD-Condutor Moto/Ônibus","304"
"Nordeste","Maranhão","Feminino","41 a 50","AE-Condutor Moto/Carreta","32"
"Nordeste","Maranhão","Feminino","41 a 50","B-Condutor Carro","35.270"
"Nordeste","Maranhão","Feminino","41 a 50","C-Condutor Caminhão","26"
"Nordeste","Maranhão","Feminino","41 a 50","D-Condutor Ônibus","242"
"Nordeste","Maranhão","Feminino","41 a 50","E-Condutor Carreta","13"
"Nordeste","Maranhão","Feminino","51 a 60","A-Condutor Moto","1.363"
"Nordeste","Maranhão","Feminino","51 a 60","AB-Condutor Moto/Carro","4.814"
"Nordeste","Maranhão","Feminino","51 a 60","AC-Condutor Moto/Caminhão","99"
"Nordeste","Maranhão","Feminino","51 a 60","AD-Condutor Moto/Ônibus","97"
"Nordeste","Maranhão","Feminino","51 a 60","AE-Condutor Moto/Carreta","12"
"Nordeste","Maranhão","Feminino","51 a 60","B-Condutor Carro","22.145"
"Nordeste","Maranhão","Feminino","51 a 60","C-Condutor Caminhão","107"
"Nordeste","Maranhão","Feminino","51 a 60","D-Condutor Ônibus","202"
"Nordeste","Maranhão","Feminino","51 a 60","E-Condutor Carreta","12"
"Nordeste","Maranhão","Feminino","61 a 70","A-Condutor Moto","160"
"Nordeste","Maranhão","Feminino","61 a 70","AB-Condutor Moto/Carro","836"
"Nordeste","Maranhão","Feminino","61 a 70","AC-Condutor Moto/Caminhão","39"
"Nordeste","Maranhão","Feminino","61 a 70","AD-Condutor Moto/Ônibus","28"
"Nordeste","Maranhão","Feminino","61 a 70","AE-Condutor Moto/Carreta","3"
"Nordeste","Maranhão","Feminino","61 a 70","B-Condutor Carro","12.344"
"Nordeste","Maranhão","Feminino","61 a 70","C-Condutor Caminhão","83"
"Nordeste","Maranhão","Feminino","61 a 70","D-Condutor Ônibus","105"
"Nordeste","Maranhão","Feminino","61 a 70","E-Condutor Carreta","3"
"Nordeste","Maranhão","Feminino","71 a 80","A-Condutor Moto","13"
"Nordeste","Maranhão","Feminino","71 a 80","AB-Condutor Moto/Carro","80"
"Nordeste","Maranhão","Feminino","71 a 80","AC-Condutor Moto/Caminhão","2"
"Nordeste","Maranhão","Feminino","71 a 80","B-Condutor Carro","4.382"
"Nordeste","Maranhão","Feminino","71 a 80","C-Condutor Caminhão","20"
"Nordeste","Maranhão","Feminino","71 a 80","D-Condutor Ônibus","13"
"Nordeste","Maranhão","Feminino","71 a 80","E-Condutor Carreta","2"
"Nordeste","Maranhão","Feminino","81 a 90","AB-Condutor Moto/Carro","7"
"Nordeste","Maranhão","Feminino","81 a 90","AD-Condutor Moto/Ônibus","2"
"Nordeste","Maranhão","Feminino","81 a 90","B-Condutor Carro","1.071"
"Nordeste","Maranhão","Feminino","81 a 90","C-Condutor Caminhão","6"
"Nordeste","Maranhão","Feminino","81 a 90","D-Condutor Ônibus","2"
"Nordeste","Maranhão","Feminino","91 a 100","B-Condutor Carro","212"
"Nordeste","Maranhão","Feminino","101 a 120","B-Condutor Carro","7"
"Nordeste","Paraíba","Masculino","18 a 21","A-Condutor Moto","365"
"Nordeste","Paraíba","Masculino","18 a 21","AB-Condutor Moto/Carro","9.552"
"Nordeste","Paraíba","Masculino","18 a 21","AC-Condutor Moto/Caminhão","38"
"Nordeste","Paraíba","Masculino","18 a 21","AD-Condutor Moto/Ônibus","47"
"Nordeste","Paraíba","Masculino","18 a 21","AE-Condutor Moto/Carreta","2"
"Nordeste","Paraíba","Masculino","18 a 21","B-Condutor Carro","3.233"
"Nordeste","Paraíba","Masculino","18 a 21","C-Condutor Caminhão","5"
"Nordeste","Paraíba","Masculino","18 a 21","D-Condutor Ônibus","3"
"Nordeste","Paraíba","Masculino","22 a 25","A-Condutor Moto","1.793"
"Nordeste","Paraíba","Masculino","22 a 25","AB-Condutor Moto/Carro","27.398"
"Nordeste","Paraíba","Masculino","22 a 25","AC-Condutor Moto/Caminhão","77"
"Nordeste","Paraíba","Masculino","22 a 25","AD-Condutor Moto/Ônibus","1.211"
"Nordeste","Paraíba","Masculino","22 a 25","AE-Condutor Moto/Carreta","87"
"Nordeste","Paraíba","Masculino","22 a 25","B-Condutor Carro","8.153"
"Nordeste","Paraíba","Masculino","22 a 25","C-Condutor Caminhão","7"
"Nordeste","Paraíba","Masculino","22 a 25","D-Condutor Ônibus","85"
"Nordeste","Paraíba","Masculino","22 a 25","E-Condutor Carreta","3"
"Nordeste","Paraíba","Masculino","22 a 25","X-Condutor Ciclomotor","1"
"Nordeste","Paraíba","Masculino","26 a 30","A-Condutor Moto","3.749"
"Nordeste","Paraíba","Masculino","26 a 30","AB-Condutor Moto/Carro","43.177"
"Nordeste","Paraíba","Masculino","26 a 30","AC-Condutor Moto/Caminhão","275"
"Nordeste","Paraíba","Masculino","26 a 30","AD-Condutor Moto/Ônibus","4.474"
"Nordeste","Paraíba","Masculino","26 a 30","AE-Condutor Moto/Carreta","475"
"Nordeste","Paraíba","Masculino","26 a 30","B-Condutor Carro","13.112"
"Nordeste","Paraíba","Masculino","26 a 30","C-Condutor Caminhão","26"
"Nordeste","Paraíba","Masculino","26 a 30","D-Condutor Ônibus","326"
"Nordeste","Paraíba","Masculino","26 a 30","E-Condutor Carreta","33"
"Nordeste","Paraíba","Masculino","31 a 40","A-Condutor Moto","9.346"
"Nordeste","Paraíba","Masculino","31 a 40","AB-Condutor Moto/Carro","95.615"
"Nordeste","Paraíba","Masculino","31 a 40","AC-Condutor Moto/Caminhão","1.471"
"Nordeste","Paraíba","Masculino","31 a 40","AD-Condutor Moto/Ônibus","18.991"
"Nordeste","Paraíba","Masculino","31 a 40","AE-Condutor Moto/Carreta","3.702"
"Nordeste","Paraíba","Masculino","31 a 40","B-Condutor Carro","31.665"
"Nordeste","Paraíba","Masculino","31 a 40","C-Condutor Caminhão","251"
"Nordeste","Paraíba","Masculino","31 a 40","D-Condutor Ônibus","2.472"
"Nordeste","Paraíba","Masculino","31 a 40","E-Condutor Carreta","522"
"Nordeste","Paraíba","Masculino","31 a 40","X-Condutor Ciclomotor","7"
"Nordeste","Paraíba","Masculino","31 a 40","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Paraíba","Masculino","41 a 50","A-Condutor Moto","6.338"
"Nordeste","Paraíba","Masculino","41 a 50","AB-Condutor Moto/Carro","60.125"
"Nordeste","Paraíba","Masculino","41 a 50","AC-Condutor Moto/Caminhão","2.866"
"Nordeste","Paraíba","Masculino","41 a 50","AD-Condutor Moto/Ônibus","15.438"
"Nordeste","Paraíba","Masculino","41 a 50","AE-Condutor Moto/Carreta","3.693"
"Nordeste","Paraíba","Masculino","41 a 50","B-Condutor Carro","32.465"
"Nordeste","Paraíba","Masculino","41 a 50","C-Condutor Caminhão","1.183"
"Nordeste","Paraíba","Masculino","41 a 50","D-Condutor Ônibus","5.564"
"Nordeste","Paraíba","Masculino","41 a 50","E-Condutor Carreta","1.480"
"Nordeste","Paraíba","Masculino","41 a 50","X-Condutor Ciclomotor","3"
"Nordeste","Paraíba","Masculino","41 a 50","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Paraíba","Masculino","51 a 60","A-Condutor Moto","3.722"
"Nordeste","Paraíba","Masculino","51 a 60","AB-Condutor Moto/Carro","33.329"
"Nordeste","Paraíba","Masculino","51 a 60","AC-Condutor Moto/Caminhão","3.525"
"Nordeste","Paraíba","Masculino","51 a 60","AD-Condutor Moto/Ônibus","8.435"
"Nordeste","Paraíba","Masculino","51 a 60","AE-Condutor Moto/Carreta","2.015"
"Nordeste","Paraíba","Masculino","51 a 60","B-Condutor Carro","33.103"
"Nordeste","Paraíba","Masculino","51 a 60","C-Condutor Caminhão","3.701"
"Nordeste","Paraíba","Masculino","51 a 60","D-Condutor Ônibus","7.496"
"Nordeste","Paraíba","Masculino","51 a 60","E-Condutor Carreta","1.695"
"Nordeste","Paraíba","Masculino","51 a 60","X-Condutor Ciclomotor","9"
"Nordeste","Paraíba","Masculino","51 a 60","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Paraíba","Masculino","61 a 70","A-Condutor Moto","1.379"
"Nordeste","Paraíba","Masculino","61 a 70","AB-Condutor Moto/Carro","13.342"
"Nordeste","Paraíba","Masculino","61 a 70","AC-Condutor Moto/Caminhão","1.160"
"Nordeste","Paraíba","Masculino","61 a 70","AD-Condutor Moto/Ônibus","3.210"
"Nordeste","Paraíba","Masculino","61 a 70","AE-Condutor Moto/Carreta","608"
"Nordeste","Paraíba","Masculino","61 a 70","B-Condutor Carro","32.050"
"Nordeste","Paraíba","Masculino","61 a 70","C-Condutor Caminhão","2.897"
"Nordeste","Paraíba","Masculino","61 a 70","D-Condutor Ônibus","7.802"
"Nordeste","Paraíba","Masculino","61 a 70","E-Condutor Carreta","1.160"
"Nordeste","Paraíba","Masculino","61 a 70","X-Condutor Ciclomotor","1"
"Nordeste","Paraíba","Masculino","61 a 70","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Paraíba","Masculino","71 a 80","A-Condutor Moto","543"
"Nordeste","Paraíba","Masculino","71 a 80","AB-Condutor Moto/Carro","4.161"
"Nordeste","Paraíba","Masculino","71 a 80","AC-Condutor Moto/Caminhão","317"
"Nordeste","Paraíba","Masculino","71 a 80","AD-Condutor Moto/Ônibus","634"
"Nordeste","Paraíba","Masculino","71 a 80","AE-Condutor Moto/Carreta","103"
"Nordeste","Paraíba","Masculino","71 a 80","B-Condutor Carro","22.022"
"Nordeste","Paraíba","Masculino","71 a 80","C-Condutor Caminhão","1.823"
"Nordeste","Paraíba","Masculino","71 a 80","D-Condutor Ônibus","4.085"
"Nordeste","Paraíba","Masculino","71 a 80","E-Condutor Carreta","416"
"Nordeste","Paraíba","Masculino","71 a 80","X-Condutor Ciclomotor","1"
"Nordeste","Paraíba","Masculino","71 a 80","XB-Condutor Ciclomotor/Carro","2"
"Nordeste","Paraíba","Masculino","81 a 90","A-Condutor Moto","124"
"Nordeste","Paraíba","Masculino","81 a 90","AB-Condutor Moto/Carro","825"
"Nordeste","Paraíba","Masculino","81 a 90","AC-Condutor Moto/Caminhão","91"
"Nordeste","Paraíba","Masculino","81 a 90","AD-Condutor Moto/Ônibus","105"
"Nordeste","Paraíba","Masculino","81 a 90","AE-Condutor Moto/Carreta","15"
"Nordeste","Paraíba","Masculino","81 a 90","B-Condutor Carro","9.946"
"Nordeste","Paraíba","Masculino","81 a 90","C-Condutor Caminhão","1.018"
"Nordeste","Paraíba","Masculino","81 a 90","D-Condutor Ônibus","1.602"
"Nordeste","Paraíba","Masculino","81 a 90","E-Condutor Carreta","100"
"Nordeste","Paraíba","Masculino","91 a 100","A-Condutor Moto","12"
"Nordeste","Paraíba","Masculino","91 a 100","AB-Condutor Moto/Carro","99"
"Nordeste","Paraíba","Masculino","91 a 100","AC-Condutor Moto/Caminhão","5"
"Nordeste","Paraíba","Masculino","91 a 100","AD-Condutor Moto/Ônibus","6"
"Nordeste","Paraíba","Masculino","91 a 100","AE-Condutor Moto/Carreta","2"
"Nordeste","Paraíba","Masculino","91 a 100","B-Condutor Carro","2.957"
"Nordeste","Paraíba","Masculino","91 a 100","C-Condutor Caminhão","236"
"Nordeste","Paraíba","Masculino","91 a 100","D-Condutor Ônibus","264"
"Nordeste","Paraíba","Masculino","91 a 100","E-Condutor Carreta","13"
"Nordeste","Paraíba","Masculino","101 a 120","AB-Condutor Moto/Carro","5"
"Nordeste","Paraíba","Masculino","101 a 120","B-Condutor Carro","292"
"Nordeste","Paraíba","Masculino","101 a 120","C-Condutor Caminhão","12"
"Nordeste","Paraíba","Masculino","101 a 120","D-Condutor Ônibus","9"
"Nordeste","Paraíba","Feminino","18 a 21","A-Condutor Moto","84"
"Nordeste","Paraíba","Feminino","18 a 21","AB-Condutor Moto/Carro","1.866"
"Nordeste","Paraíba","Feminino","18 a 21","B-Condutor Carro","3.033"
"Nordeste","Paraíba","Feminino","22 a 25","A-Condutor Moto","495"
"Nordeste","Paraíba","Feminino","22 a 25","AB-Condutor Moto/Carro","5.945"
"Nordeste","Paraíba","Feminino","22 a 25","AD-Condutor Moto/Ônibus","7"
"Nordeste","Paraíba","Feminino","22 a 25","B-Condutor Carro","9.156"
"Nordeste","Paraíba","Feminino","22 a 25","D-Condutor Ônibus","2"
"Nordeste","Paraíba","Feminino","26 a 30","A-Condutor Moto","1.263"
"Nordeste","Paraíba","Feminino","26 a 30","AB-Condutor Moto/Carro","11.315"
"Nordeste","Paraíba","Feminino","26 a 30","AC-Condutor Moto/Caminhão","2"
"Nordeste","Paraíba","Feminino","26 a 30","AD-Condutor Moto/Ônibus","50"
"Nordeste","Paraíba","Feminino","26 a 30","AE-Condutor Moto/Carreta","4"
"Nordeste","Paraíba","Feminino","26 a 30","B-Condutor Carro","17.056"
"Nordeste","Paraíba","Feminino","26 a 30","D-Condutor Ônibus","11"
"Nordeste","Paraíba","Feminino","26 a 30","X-Condutor Ciclomotor","2"
"Nordeste","Paraíba","Feminino","26 a 30","XB-Condutor Ciclomotor/Carro","3"
"Nordeste","Paraíba","Feminino","31 a 40","A-Condutor Moto","3.293"
"Nordeste","Paraíba","Feminino","31 a 40","AB-Condutor Moto/Carro","25.481"
"Nordeste","Paraíba","Feminino","31 a 40","AC-Condutor Moto/Caminhão","12"
"Nordeste","Paraíba","Feminino","31 a 40","AD-Condutor Moto/Ônibus","204"
"Nordeste","Paraíba","Feminino","31 a 40","AE-Condutor Moto/Carreta","17"
"Nordeste","Paraíba","Feminino","31 a 40","B-Condutor Carro","45.721"
"Nordeste","Paraíba","Feminino","31 a 40","C-Condutor Caminhão","2"
"Nordeste","Paraíba","Feminino","31 a 40","D-Condutor Ônibus","108"
"Nordeste","Paraíba","Feminino","31 a 40","E-Condutor Carreta","4"
"Nordeste","Paraíba","Feminino","31 a 40","X-Condutor Ciclomotor","3"
"Nordeste","Paraíba","Feminino","31 a 40","XB-Condutor Ciclomotor/Carro","3"
"Nordeste","Paraíba","Feminino","41 a 50","A-Condutor Moto","1.787"
"Nordeste","Paraíba","Feminino","41 a 50","AB-Condutor Moto/Carro","11.802"
"Nordeste","Paraíba","Feminino","41 a 50","AC-Condutor Moto/Caminhão","20"
"Nordeste","Paraíba","Feminino","41 a 50","AD-Condutor Moto/Ônibus","205"
"Nordeste","Paraíba","Feminino","41 a 50","AE-Condutor Moto/Carreta","23"
"Nordeste","Paraíba","Feminino","41 a 50","B-Condutor Carro","36.899"
"Nordeste","Paraíba","Feminino","41 a 50","C-Condutor Caminhão","18"
"Nordeste","Paraíba","Feminino","41 a 50","D-Condutor Ônibus","191"
"Nordeste","Paraíba","Feminino","41 a 50","E-Condutor Carreta","3"
"Nordeste","Paraíba","Feminino","41 a 50","X-Condutor Ciclomotor","3"
"Nordeste","Paraíba","Feminino","41 a 50","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Paraíba","Feminino","51 a 60","A-Condutor Moto","568"
"Nordeste","Paraíba","Feminino","51 a 60","AB-Condutor Moto/Carro","3.648"
"Nordeste","Paraíba","Feminino","51 a 60","AC-Condutor Moto/Caminhão","21"
"Nordeste","Paraíba","Feminino","51 a 60","AD-Condutor Moto/Ônibus","89"
"Nordeste","Paraíba","Feminino","51 a 60","AE-Condutor Moto/Carreta","12"
"Nordeste","Paraíba","Feminino","51 a 60","B-Condutor Carro","27.921"
"Nordeste","Paraíba","Feminino","51 a 60","C-Condutor Caminhão","44"
"Nordeste","Paraíba","Feminino","51 a 60","D-Condutor Ônibus","189"
"Nordeste","Paraíba","Feminino","51 a 60","E-Condutor Carreta","10"
"Nordeste","Paraíba","Feminino","61 a 70","A-Condutor Moto","54"
"Nordeste","Paraíba","Feminino","61 a 70","AB-Condutor Moto/Carro","632"
"Nordeste","Paraíba","Feminino","61 a 70","AC-Condutor Moto/Caminhão","5"
"Nordeste","Paraíba","Feminino","61 a 70","AD-Condutor Moto/Ônibus","27"
"Nordeste","Paraíba","Feminino","61 a 70","AE-Condutor Moto/Carreta","1"
"Nordeste","Paraíba","Feminino","61 a 70","B-Condutor Carro","18.052"
"Nordeste","Paraíba","Feminino","61 a 70","C-Condutor Caminhão","45"
"Nordeste","Paraíba","Feminino","61 a 70","D-Condutor Ônibus","83"
"Nordeste","Paraíba","Feminino","61 a 70","E-Condutor Carreta","1"
"Nordeste","Paraíba","Feminino","61 a 70","X-Condutor Ciclomotor","1"
"Nordeste","Paraíba","Feminino","61 a 70","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Paraíba","Feminino","71 a 80","A-Condutor Moto","5"
"Nordeste","Paraíba","Feminino","71 a 80","AB-Condutor Moto/Carro","79"
"Nordeste","Paraíba","Feminino","71 a 80","AC-Condutor Moto/Caminhão","1"
"Nordeste","Paraíba","Feminino","71 a 80","AD-Condutor Moto/Ônibus","2"
"Nordeste","Paraíba","Feminino","71 a 80","AE-Condutor Moto/Carreta","1"
"Nordeste","Paraíba","Feminino","71 a 80","B-Condutor Carro","7.791"
"Nordeste","Paraíba","Feminino","71 a 80","C-Condutor Caminhão","9"
"Nordeste","Paraíba","Feminino","71 a 80","D-Condutor Ônibus","16"
"Nordeste","Paraíba","Feminino","81 a 90","A-Condutor Moto","1"
"Nordeste","Paraíba","Feminino","81 a 90","AB-Condutor Moto/Carro","3"
"Nordeste","Paraíba","Feminino","81 a 90","B-Condutor Carro","2.217"
"Nordeste","Paraíba","Feminino","81 a 90","C-Condutor Caminhão","2"
"Nordeste","Paraíba","Feminino","81 a 90","D-Condutor Ônibus","5"
"Nordeste","Paraíba","Feminino","91 a 100","B-Condutor Carro","347"
"Nordeste","Paraíba","Feminino","91 a 100","D-Condutor Ônibus","1"
"Nordeste","Paraíba","Feminino","101 a 120","B-Condutor Carro","10"
"Nordeste","Pernambuco","Masculino","18 a 21","A-Condutor Moto","1.555"
"Nordeste","Pernambuco","Masculino","18 a 21","AB-Condutor Moto/Carro","21.387"
"Nordeste","Pernambuco","Masculino","18 a 21","AC-Condutor Moto/Caminhão","260"
"Nordeste","Pernambuco","Masculino","18 a 21","AD-Condutor Moto/Ônibus","146"
"Nordeste","Pernambuco","Masculino","18 a 21","AE-Condutor Moto/Carreta","5"
"Nordeste","Pernambuco","Masculino","18 a 21","B-Condutor Carro","8.449"
"Nordeste","Pernambuco","Masculino","18 a 21","C-Condutor Caminhão","26"
"Nordeste","Pernambuco","Masculino","18 a 21","D-Condutor Ônibus","11"
"Nordeste","Pernambuco","Masculino","18 a 21","E-Condutor Carreta","3"
"Nordeste","Pernambuco","Masculino","18 a 21","X-Condutor Ciclomotor","3"
"Nordeste","Pernambuco","Masculino","22 a 25","A-Condutor Moto","5.741"
"Nordeste","Pernambuco","Masculino","22 a 25","AB-Condutor Moto/Carro","62.227"
"Nordeste","Pernambuco","Masculino","22 a 25","AC-Condutor Moto/Caminhão","805"
"Nordeste","Pernambuco","Masculino","22 a 25","AD-Condutor Moto/Ônibus","4.887"
"Nordeste","Pernambuco","Masculino","22 a 25","AE-Condutor Moto/Carreta","554"
"Nordeste","Pernambuco","Masculino","22 a 25","B-Condutor Carro","21.036"
"Nordeste","Pernambuco","Masculino","22 a 25","C-Condutor Caminhão","53"
"Nordeste","Pernambuco","Masculino","22 a 25","D-Condutor Ônibus","247"
"Nordeste","Pernambuco","Masculino","22 a 25","E-Condutor Carreta","33"
"Nordeste","Pernambuco","Masculino","22 a 25","X-Condutor Ciclomotor","9"
"Nordeste","Pernambuco","Masculino","26 a 30","A-Condutor Moto","6.934"
"Nordeste","Pernambuco","Masculino","26 a 30","AB-Condutor Moto/Carro","112.688"
"Nordeste","Pernambuco","Masculino","26 a 30","AC-Condutor Moto/Caminhão","2.008"
"Nordeste","Pernambuco","Masculino","26 a 30","AD-Condutor Moto/Ônibus","20.142"
"Nordeste","Pernambuco","Masculino","26 a 30","AE-Condutor Moto/Carreta","3.927"
"Nordeste","Pernambuco","Masculino","26 a 30","B-Condutor Carro","30.050"
"Nordeste","Pernambuco","Masculino","26 a 30","C-Condutor Caminhão","65"
"Nordeste","Pernambuco","Masculino","26 a 30","D-Condutor Ônibus","774"
"Nordeste","Pernambuco","Masculino","26 a 30","E-Condutor Carreta","125"
"Nordeste","Pernambuco","Masculino","26 a 30","X-Condutor Ciclomotor","10"
"Nordeste","Pernambuco","Masculino","26 a 30","XB-Condutor Ciclomotor/Carro","7"
"Nordeste","Pernambuco","Masculino","31 a 40","A-Condutor Moto","10.122"
"Nordeste","Pernambuco","Masculino","31 a 40","AB-Condutor Moto/Carro","238.502"
"Nordeste","Pernambuco","Masculino","31 a 40","AC-Condutor Moto/Caminhão","4.348"
"Nordeste","Pernambuco","Masculino","31 a 40","AD-Condutor Moto/Ônibus","86.138"
"Nordeste","Pernambuco","Masculino","31 a 40","AE-Condutor Moto/Carreta","25.079"
"Nordeste","Pernambuco","Masculino","31 a 40","B-Condutor Carro","66.329"
"Nordeste","Pernambuco","Masculino","31 a 40","C-Condutor Caminhão","273"
"Nordeste","Pernambuco","Masculino","31 a 40","D-Condutor Ônibus","4.592"
"Nordeste","Pernambuco","Masculino","31 a 40","E-Condutor Carreta","1.200"
"Nordeste","Pernambuco","Masculino","31 a 40","X-Condutor Ciclomotor","39"
"Nordeste","Pernambuco","Masculino","31 a 40","XB-Condutor Ciclomotor/Carro","16"
"Nordeste","Pernambuco","Masculino","31 a 40","XD-Condutor Ciclomotor/Ônibus","1"
"Nordeste","Pernambuco","Masculino","41 a 50","A-Condutor Moto","7.085"
"Nordeste","Pernambuco","Masculino","41 a 50","AB-Condutor Moto/Carro","145.559"
"Nordeste","Pernambuco","Masculino","41 a 50","AC-Condutor Moto/Caminhão","5.315"
"Nordeste","Pernambuco","Masculino","41 a 50","AD-Condutor Moto/Ônibus","68.667"
"Nordeste","Pernambuco","Masculino","41 a 50","AE-Condutor Moto/Carreta","20.419"
"Nordeste","Pernambuco","Masculino","41 a 50","B-Condutor Carro","82.112"
"Nordeste","Pernambuco","Masculino","41 a 50","C-Condutor Caminhão","1.880"
"Nordeste","Pernambuco","Masculino","41 a 50","D-Condutor Ônibus","14.953"
"Nordeste","Pernambuco","Masculino","41 a 50","E-Condutor Carreta","4.574"
"Nordeste","Pernambuco","Masculino","41 a 50","X-Condutor Ciclomotor","57"
"Nordeste","Pernambuco","Masculino","41 a 50","XB-Condutor Ciclomotor/Carro","12"
"Nordeste","Pernambuco","Masculino","41 a 50","XC-Condutor Ciclomotor/Caminhão","1"
"Nordeste","Pernambuco","Masculino","51 a 60","A-Condutor Moto","3.989"
"Nordeste","Pernambuco","Masculino","51 a 60","AB-Condutor Moto/Carro","69.069"
"Nordeste","Pernambuco","Masculino","51 a 60","AC-Condutor Moto/Caminhão","5.373"
"Nordeste","Pernambuco","Masculino","51 a 60","AD-Condutor Moto/Ônibus","30.049"
"Nordeste","Pernambuco","Masculino","51 a 60","AE-Condutor Moto/Carreta","7.011"
"Nordeste","Pernambuco","Masculino","51 a 60","B-Condutor Carro","82.522"
"Nordeste","Pernambuco","Masculino","51 a 60","C-Condutor Caminhão","5.431"
"Nordeste","Pernambuco","Masculino","51 a 60","D-Condutor Ônibus","21.155"
"Nordeste","Pernambuco","Masculino","51 a 60","E-Condutor Carreta","5.018"
"Nordeste","Pernambuco","Masculino","51 a 60","X-Condutor Ciclomotor","74"
"Nordeste","Pernambuco","Masculino","51 a 60","XB-Condutor Ciclomotor/Carro","12"
"Nordeste","Pernambuco","Masculino","51 a 60","XE-Condutor Ciclomotor/Carreta","1"
"Nordeste","Pernambuco","Masculino","61 a 70","A-Condutor Moto","1.417"
"Nordeste","Pernambuco","Masculino","61 a 70","AB-Condutor Moto/Carro","24.644"
"Nordeste","Pernambuco","Masculino","61 a 70","AC-Condutor Moto/Caminhão","1.745"
"Nordeste","Pernambuco","Masculino","61 a 70","AD-Condutor Moto/Ônibus","9.574"
"Nordeste","Pernambuco","Masculino","61 a 70","AE-Condutor Moto/Carreta","1.781"
"Nordeste","Pernambuco","Masculino","61 a 70","B-Condutor Carro","78.395"
"Nordeste","Pernambuco","Masculino","61 a 70","C-Condutor Caminhão","4.323"
"Nordeste","Pernambuco","Masculino","61 a 70","D-Condutor Ônibus","21.411"
"Nordeste","Pernambuco","Masculino","61 a 70","E-Condutor Carreta","3.537"
"Nordeste","Pernambuco","Masculino","61 a 70","X-Condutor Ciclomotor","43"
"Nordeste","Pernambuco","Masculino","61 a 70","XB-Condutor Ciclomotor/Carro","14"
"Nordeste","Pernambuco","Masculino","61 a 70","XD-Condutor Ciclomotor/Ônibus","1"
"Nordeste","Pernambuco","Masculino","71 a 80","A-Condutor Moto","401"
"Nordeste","Pernambuco","Masculino","71 a 80","AB-Condutor Moto/Carro","6.584"
"Nordeste","Pernambuco","Masculino","71 a 80","AC-Condutor Moto/Caminhão","393"
"Nordeste","Pernambuco","Masculino","71 a 80","AD-Condutor Moto/Ônibus","1.432"
"Nordeste","Pernambuco","Masculino","71 a 80","AE-Condutor Moto/Carreta","206"
"Nordeste","Pernambuco","Masculino","71 a 80","B-Condutor Carro","53.981"
"Nordeste","Pernambuco","Masculino","71 a 80","C-Condutor Caminhão","2.485"
"Nordeste","Pernambuco","Masculino","71 a 80","D-Condutor Ônibus","8.698"
"Nordeste","Pernambuco","Masculino","71 a 80","E-Condutor Carreta","892"
"Nordeste","Pernambuco","Masculino","71 a 80","X-Condutor Ciclomotor","9"
"Nordeste","Pernambuco","Masculino","71 a 80","XB-Condutor Ciclomotor/Carro","4"
"Nordeste","Pernambuco","Masculino","81 a 90","A-Condutor Moto","97"
"Nordeste","Pernambuco","Masculino","81 a 90","AB-Condutor Moto/Carro","1.133"
